"District Name","School Name",Grade,Gender,"Participation Rate","Percent Did Not Yet Meet Expectations","Percent Met or Exceeded Expectations"
"Montezuma-Cortez RE-1","Mesa Elementary School",04,Female,90.9,20.0,"- -"
"Montezuma-Cortez RE-1","Mesa Elementary School",05,Male,95.7,31.8,"- -"
"Montezuma-Cortez RE-1","Mesa Elementary School",05,Female,100.0,29.4,"- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School","All Grades",Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School","All Grades",Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School",03,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School",03,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School",04,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School",04,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School",05,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Pleasant View Elementary School",05,Female,100.0,"- -","- -"
"Dolores RE-4A","Dolores Elementary School","All Grades",Male,"","- -","- -"
"Dolores RE-4A","Dolores Elementary School","All Grades",Female,"","- -","- -"
"Dolores RE-4A","Dolores Elementary School",03,Male,81.8,22.2,33.3
"Dolores RE-4A","Dolores Elementary School",03,Female,93.9,12.9,41.9
"Dolores RE-4A","Dolores Elementary School",04,Male,80.0,"- -","- -"
"Dolores RE-4A","Dolores Elementary School",04,Female,74.1,"- -",25.0
"Dolores RE-4A","Dolores Elementary School",05,Male,90.9,"- -",30.0
"Dolores RE-4A","Dolores Elementary School",05,Female,88.9,"- -","- -"
"Dolores RE-4A","Dolores Middle School","All Grades",Male,92.7,15.7,26.5
"Dolores RE-4A","Dolores Middle School","All Grades",Female,92.0,17.4,15.2
"Dolores RE-4A","Dolores Middle School",06,Male,97.4,10.8,43.2
"Dolores RE-4A","Dolores Middle School",06,Female,94.6,17.1,20.0
"Dolores RE-4A","Dolores Middle School",07,Male,94.3,"- -","- -"
"Dolores RE-4A","Dolores Middle School",07,Female,93.1,"- -","- -"
"Dolores RE-4A","Dolores Middle School",08,Male,86.5,"- -","- -"
"Dolores RE-4A","Dolores Middle School",08,Female,88.2,"- -","- -"
"Mancos Re-6","Mancos Elementary School","All Grades",Male,4.2,"- -","- -"
"Mancos Re-6","Mancos Elementary School","All Grades",Female,3.9,"- -","- -"
"Mancos Re-6","Mancos Elementary School",03,Male,0.0,"- -","- -"
"Mancos Re-6","Mancos Elementary School",03,Female,0.0,"- -","- -"
"Mancos Re-6","Mancos Elementary School",04,Male,8.3,"- -","- -"
"Mancos Re-6","Mancos Elementary School",04,Female,12.5,"- -","- -"
"Mancos Re-6","Mancos Elementary School",05,Male,0.0,"- -","- -"
"Mancos Re-6","Mancos Elementary School",05,Female,0.0,"- -","- -"
"Mancos Re-6","Mancos Middle School","All Grades",Male,1.6,"- -","- -"
"Mancos Re-6","Mancos Middle School","All Grades",Female,0.0,"- -","- -"
"Mancos Re-6","Mancos Middle School",06,Male,3.7,"- -","- -"
"Mancos Re-6","Mancos Middle School",06,Female,0.0,"- -","- -"
"Mancos Re-6","Mancos Middle School",07,Male,0.0,"- -","- -"
"Mancos Re-6","Mancos Middle School",07,Female,0.0,"- -","- -"
"Mancos Re-6","Mancos Middle School",08,Male,0.0,"- -","- -"
"Mancos Re-6","Mancos Middle School",08,Female,0.0,"- -","- -"
"Montrose County RE-1J","Centennial Middle School","All Grades",Male,96.3,22.6,26.8
"Montrose County RE-1J","Centennial Middle School","All Grades",Female,92.4,20.9,32.4
"Montrose County RE-1J","Centennial Middle School",06,Male,98.9,23.1,26.4
"Montrose County RE-1J","Centennial Middle School",06,Female,89.4,28.9,32.9
"Montrose County RE-1J","Centennial Middle School",07,Male,92.8,11.7,31.1
"Montrose County RE-1J","Centennial Middle School",07,Female,95.5,18.8,24.7
"Montrose County RE-1J","Centennial Middle School",08,Male,97.9,34.4,22.6
"Montrose County RE-1J","Centennial Middle School",08,Female,92.2,15.7,39.8
"Montrose County RE-1J","Cottonwood Elementary School","All Grades",Male,100.0,15.7,36.5
"Montrose County RE-1J","Cottonwood Elementary School","All Grades",Female,98.2,16.8,35.5
"Montrose County RE-1J","Cottonwood Elementary School",03,Male,100.0,22.2,36.1
"Montrose County RE-1J","Cottonwood Elementary School",03,Female,96.3,11.5,50.0
"Montrose County RE-1J","Cottonwood Elementary School",04,Male,100.0,8.3,44.4
"Montrose County RE-1J","Cottonwood Elementary School",04,Female,97.0,9.4,43.8
"Montrose County RE-1J","Cottonwood Elementary School",05,Male,100.0,16.3,30.2
"Montrose County RE-1J","Cottonwood Elementary School",05,Female,100.0,24.5,22.4
"Montrose County RE-1J","Johnson Elementary School","All Grades",Male,99.2,28.8,22.0
"Montrose County RE-1J","Johnson Elementary School","All Grades",Female,98.1,26.2,21.4
"Montrose County RE-1J","Johnson Elementary School",03,Male,100.0,"- -",26.7
"Montrose County RE-1J","Johnson Elementary School",03,Female,97.3,"- -",30.6
"Montrose County RE-1J","Johnson Elementary School",04,Male,97.8,22.7,15.9
"Montrose County RE-1J","Johnson Elementary School",04,Female,100.0,"- -",24.0
"Montrose County RE-1J","Johnson Elementary School",05,Male,100.0,"- -",23.3
"Montrose County RE-1J","Johnson Elementary School",05,Female,97.7,"- -",11.9
"Montrose County RE-1J","Columbine Middle School","All Grades",Male,92.7,20.1,26.2
"Montrose County RE-1J","Columbine Middle School","All Grades",Female,96.1,19.4,28.2
"Montrose County RE-1J","Columbine Middle School",06,Male,97.6,18.5,24.7
"Montrose County RE-1J","Columbine Middle School",06,Female,98.9,19.4,"- -"
"Montrose County RE-1J","Columbine Middle School",07,Male,96.3,7.7,23.1
"Montrose County RE-1J","Columbine Middle School",07,Female,98.6,20.0,"- -"
"Montrose County RE-1J","Columbine Middle School",08,Male,84.3,35.7,31.4
"Montrose County RE-1J","Columbine Middle School",08,Female,91.4,18.8,40.0
"Montrose County RE-1J","Peak Virtual Academy","All Grades",Male,89.5,"- -",35.3
"Montrose County RE-1J","Peak Virtual Academy","All Grades",Female,93.5,"- -",30.6
"Montrose County RE-1J","Peak Virtual Academy",03,Male,60.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",03,Female,85.7,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",04,Male,60.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",04,Female,81.8,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",05,Male,100.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",05,Female,100.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",06,Male,100.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",06,Female,100.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",07,Male,100.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",07,Female,90.0,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",08,Male,85.7,"- -","- -"
"Montrose County RE-1J","Peak Virtual Academy",08,Female,95.7,"- -","- -"
"Montrose County RE-1J","Northside Elementary School","All Grades",Male,98.8,"- -",18.8
"Montrose County RE-1J","Northside Elementary School","All Grades",Female,98.6,"- -",12.3
"Montrose County RE-1J","Northside Elementary School",03,Male,100.0,"- -",28.1
"Montrose County RE-1J","Northside Elementary School",03,Female,100.0,"- -","- -"
"Montrose County RE-1J","Northside Elementary School",04,Male,100.0,"- -","- -"
"Montrose County RE-1J","Northside Elementary School",04,Female,100.0,24.1,"- -"
"Montrose County RE-1J","Northside Elementary School",05,Male,96.6,"- -","- -"
"Montrose County RE-1J","Northside Elementary School",05,Female,96.3,"- -",19.2
"Montrose County RE-1J","Oak Grove Elementary School","All Grades",Male,100.0,14.6,28.1
"Montrose County RE-1J","Oak Grove Elementary School","All Grades",Female,97.9,17.9,24.2
"Montrose County RE-1J","Oak Grove Elementary School",03,Male,100.0,12.8,33.3
"Montrose County RE-1J","Oak Grove Elementary School",03,Female,96.7,20.7,31.0
"Montrose County RE-1J","Oak Grove Elementary School",04,Male,100.0,18.5,"- -"
"Montrose County RE-1J","Oak Grove Elementary School",04,Female,97.3,13.9,16.7
"Montrose County RE-1J","Oak Grove Elementary School",05,Male,100.0,13.3,"- -"
"Montrose County RE-1J","Oak Grove Elementary School",05,Female,100.0,20.0,26.7
"Montrose County RE-1J","Olathe Elementary School","All Grades",Male,96.2,32.4,13.7
"Montrose County RE-1J","Olathe Elementary School","All Grades",Female,96.9,29.0,17.2
"Montrose County RE-1J","Olathe Elementary School",03,Male,100.0,26.3,"- -"
"Montrose County RE-1J","Olathe Elementary School",03,Female,96.4,33.3,25.9
"Montrose County RE-1J","Olathe Elementary School",04,Male,94.1,25.0,21.9
"Montrose County RE-1J","Olathe Elementary School",04,Female,97.6,29.3,"- -"
"Montrose County RE-1J","Olathe Elementary School",05,Male,94.1,46.9,"- -"
"Montrose County RE-1J","Olathe Elementary School",05,Female,96.2,24.0,"- -"
"Montrose County RE-1J","Olathe Middle School","All Grades",Male,94.4,31.4,16.1
"Montrose County RE-1J","Olathe Middle School","All Grades",Female,97.2,32.4,4.8
"Montrose County RE-1J","Olathe Middle School",06,Male,94.1,"- -","- -"
"Montrose County RE-1J","Olathe Middle School",06,Female,100.0,"- -","- -"
"Montrose County RE-1J","Olathe Middle School",07,Male,90.0,"- -","- -"
"Montrose County RE-1J","Olathe Middle School",07,Female,100.0,"- -","- -"
"Montrose County RE-1J","Olathe Middle School",08,Male,98.0,"- -","- -"
"Montrose County RE-1J","Olathe Middle School",08,Female,91.4,34.4,"- -"
"Montrose County RE-1J","Pomona Elementary School","All Grades",Male,98.0,32.3,16.2
"Montrose County RE-1J","Pomona Elementary School","All Grades",Female,100.0,36.1,13.3
"Montrose County RE-1J","Pomona Elementary School",03,Male,96.7,31.0,24.1
"Montrose County RE-1J","Pomona Elementary School",03,Female,100.0,"- -","- -"
"Montrose County RE-1J","Pomona Elementary School",04,Male,97.1,30.3,"- -"
"Montrose County RE-1J","Pomona Elementary School",04,Female,100.0,"- -","- -"
"Montrose County RE-1J","Pomona Elementary School",05,Male,100.0,35.1,"- -"
"Montrose County RE-1J","Pomona Elementary School",05,Female,100.0,28.6,20.0
"West End RE-2","Naturita Elementary School","All Grades",Male,95.5,33.3,"- -"
"West End RE-2","Naturita Elementary School","All Grades",Female,97.4,8.1,"- -"
"West End RE-2","Naturita Elementary School",03,Male,100.0,"- -","- -"
"West End RE-2","Naturita Elementary School",03,Female,100.0,"- -","- -"
"West End RE-2","Naturita Elementary School",04,Male,100.0,"- -","- -"
"West End RE-2","Naturita Elementary School",04,Female,100.0,"- -","- -"
"West End RE-2","Naturita Elementary School",05,Male,88.9,"- -","- -"
"West End RE-2","Naturita Elementary School",05,Female,100.0,"- -","- -"
"West End RE-2","Naturita Elementary School",06,Male,100.0,"- -","- -"
"West End RE-2","Naturita Elementary School",06,Female,85.7,"- -","- -"
"West End RE-2","Nucla Middle School","All Grades",Male,100.0,"- -","- -"
"West End RE-2","Nucla Middle School","All Grades",Female,100.0,"- -","- -"
"West End RE-2","Nucla Middle School",07,Male,100.0,"- -","- -"
"West End RE-2","Nucla Middle School",07,Female,100.0,"- -","- -"
"West End RE-2","Nucla Middle School",08,Male,100.0,"- -","- -"
"West End RE-2","Nucla Middle School",08,Female,100.0,"- -","- -"
"West End RE-2","Paradox Valley Charter School","All Grades",Male,83.3,"- -","- -"
"West End RE-2","Paradox Valley Charter School","All Grades",Female,100.0,"- -","- -"
"West End RE-2","Paradox Valley Charter School",04,Male,100.0,"- -","- -"
"West End RE-2","Paradox Valley Charter School",04,Female,100.0,"- -","- -"
"West End RE-2","Paradox Valley Charter School",06,Male,100.0,"- -","- -"
"West End RE-2","Paradox Valley Charter School",06,Female,"- -","- -","- -"
"West End RE-2","Paradox Valley Charter School",07,Male,100.0,"- -","- -"
"West End RE-2","Paradox Valley Charter School",07,Female,"- -","- -","- -"
"West End RE-2","Paradox Valley Charter School",08,Male,66.7,"- -","- -"
"West End RE-2","Paradox Valley Charter School",08,Female,100.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School","All Grades",Male,0.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School","All Grades",Female,0.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School",06,Male,0.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School",06,Female,0.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School",07,Male,0.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School",07,Female,0.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School",08,Male,0.0,"- -","- -"
"Brush RE-2(J)","Brush Middle School",08,Female,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School","All Grades",Male,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School","All Grades",Female,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School",03,Male,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School",03,Female,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School",04,Male,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School",04,Female,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School",05,Male,0.0,"- -","- -"
"Brush RE-2(J)","Beaver Valley Elementary School",05,Female,0.0,"- -","- -"
"Fort Morgan Re-3","Baker Elementary School","All Grades",Male,100.0,20.5,11.4
"Fort Morgan Re-3","Baker Elementary School","All Grades",Female,100.0,33.7,12.0
"Fort Morgan Re-3","Baker Elementary School",03,Male,100.0,13.0,21.7
"Fort Morgan Re-3","Baker Elementary School",03,Female,100.0,"- -","- -"
"Fort Morgan Re-3","Baker Elementary School",04,Male,100.0,17.2,"- -"
"Fort Morgan Re-3","Baker Elementary School",04,Female,100.0,50.0,"- -"
"Fort Morgan Re-3","Baker Elementary School",05,Male,100.0,27.8,"- -"
"Fort Morgan Re-3","Baker Elementary School",05,Female,100.0,"- -",11.1
"Fort Morgan Re-3","Columbine Elementary School","All Grades",Male,100.0,14.7,23.9
"Fort Morgan Re-3","Columbine Elementary School","All Grades",Female,100.0,26.3,17.8
"Fort Morgan Re-3","Columbine Elementary School",03,Male,100.0,10.3,44.8
"Fort Morgan Re-3","Columbine Elementary School",03,Female,100.0,28.6,26.2
"Fort Morgan Re-3","Columbine Elementary School",04,Male,100.0,15.4,25.6
"Fort Morgan Re-3","Columbine Elementary School",04,Female,100.0,27.3,"- -"
"Fort Morgan Re-3","Columbine Elementary School",05,Male,100.0,17.1,7.3
"Fort Morgan Re-3","Columbine Elementary School",05,Female,100.0,23.3,"- -"
"Fort Morgan Re-3","Fort Morgan Middle School","All Grades",Male,99.2,19.0,13.2
"Fort Morgan Re-3","Fort Morgan Middle School","All Grades",Female,98.5,26.2,15.9
"Fort Morgan Re-3","Fort Morgan Middle School",06,Male,100.0,17.7,16.9
"Fort Morgan Re-3","Fort Morgan Middle School",06,Female,99.1,34.8,7.8
"Fort Morgan Re-3","Fort Morgan Middle School",07,Male,98.5,11.1,5.2
"Fort Morgan Re-3","Fort Morgan Middle School",07,Female,97.2,15.4,14.4
"Fort Morgan Re-3","Fort Morgan Middle School",08,Male,99.1,30.5,19.0
"Fort Morgan Re-3","Fort Morgan Middle School",08,Female,99.1,27.5,25.7
"Fort Morgan Re-3","Green Acres Elementary School","All Grades",Male,97.4,12.0,17.3
"Fort Morgan Re-3","Green Acres Elementary School","All Grades",Female,100.0,23.2,16.2
"Fort Morgan Re-3","Green Acres Elementary School",03,Male,100.0,"- -","- -"
"Fort Morgan Re-3","Green Acres Elementary School",03,Female,100.0,"- -",19.4
"Fort Morgan Re-3","Green Acres Elementary School",04,Male,92.0,13.0,"- -"
"Fort Morgan Re-3","Green Acres Elementary School",04,Female,100.0,24.3,10.8
"Fort Morgan Re-3","Green Acres Elementary School",05,Male,100.0,"- -",17.1
"Fort Morgan Re-3","Green Acres Elementary School",05,Female,100.0,"- -",19.4
"Fort Morgan Re-3","Pioneer Elementary School","All Grades",Male,100.0,30.0,18.8
"Fort Morgan Re-3","Pioneer Elementary School","All Grades",Female,97.7,24.4,12.8
"Fort Morgan Re-3","Pioneer Elementary School",03,Male,100.0,"- -",38.1
"Fort Morgan Re-3","Pioneer Elementary School",03,Female,100.0,25.9,22.2
"Fort Morgan Re-3","Pioneer Elementary School",04,Male,100.0,11.1,"- -"
"Fort Morgan Re-3","Pioneer Elementary School",04,Female,96.2,24.0,"- -"
"Fort Morgan Re-3","Pioneer Elementary School",05,Male,100.0,"- -","- -"
"Fort Morgan Re-3","Pioneer Elementary School",05,Female,97.1,23.5,"- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School","All Grades",Male,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School","All Grades",Female,100.0,"- -",22.9
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",03,Male,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",03,Female,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",04,Male,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",04,Female,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",05,Male,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",05,Female,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",06,Male,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Elementary School",06,Female,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Jr/Sr High School","All Grades",Male,93.3,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Jr/Sr High School","All Grades",Female,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Jr/Sr High School",07,Male,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Jr/Sr High School",07,Female,100.0,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Jr/Sr High School",08,Male,87.5,"- -","- -"
"Weldon Valley RE-20(J)","Weldon Valley Jr/Sr High School",08,Female,100.0,"- -","- -"
"Wiggins RE-50(J)","Wiggins Middle School","All Grades",Male,91.4,20.8,18.9
"Wiggins RE-50(J)","Wiggins Middle School","All Grades",Female,"","- -","- -"
"Wiggins RE-50(J)","Wiggins Middle School",07,Male,96.7,13.8,13.8
"Wiggins RE-50(J)","Wiggins Middle School",07,Female,100.0,"- -","- -"
"Wiggins RE-50(J)","Wiggins Middle School",08,Male,85.7,29.2,25.0
"Wiggins RE-50(J)","Wiggins Middle School",08,Female,97.0,31.3,31.3
"Wiggins RE-50(J)","Wiggins Elementary School","All Grades",Male,93.5,23.3,23.3
"Wiggins RE-50(J)","Wiggins Elementary School","All Grades",Female,96.3,13.7,28.2
"Wiggins RE-50(J)","Wiggins Elementary School",03,Male,94.7,"- -",38.9
