District Name,School Name,Content,Grade,2023,2019,Change 2019 to 2023
Sanford 6J,Sanford Junior/Senior High School,English Language Arts,08,34.5,59.1,-24.6
Sanford 6J,All Schools,Mathematics,All,29.4,36.8,-7.4
Sanford 6J,All Schools,Mathematics,03,29.6,68.0,-38.4
Sanford 6J,All Schools,Mathematics,04,51.9,50.0,1.9
Sanford 6J,All Schools,Mathematics,05,40.0,20.7,19.3
Sanford 6J,All Schools,Mathematics,06,25.0,30.0,-5
Sanford 6J,All Schools,Mathematics,07,*,17.9,*
Sanford 6J,All Schools,Mathematics,08,*,36.4,*
Sanford 6J,Sanford Elementary School,Mathematics,All,37.2,42.2,-5
Sanford 6J,Sanford Elementary School,Mathematics,03,29.6,68.0,-38.4
Sanford 6J,Sanford Elementary School,Mathematics,04,51.9,50.0,1.9
Sanford 6J,Sanford Elementary School,Mathematics,05,40.0,20.7,19.3
Sanford 6J,Sanford Elementary School,Mathematics,06,25.0,30.0,-5
Sanford 6J,Sanford Junior/Senior High School,Mathematics,All,12.0,26.0,-14
Sanford 6J,Sanford Junior/Senior High School,Mathematics,07,*,17.9,*
Sanford 6J,Sanford Junior/Senior High School,Mathematics,08,*,36.4,*
Sangre De Cristo Re-22J,All Schools,English Language Arts,All,62.3,56.8,5.5
Sangre De Cristo Re-22J,All Schools,English Language Arts,03,57.1,58.8,-1.7
Sangre De Cristo Re-22J,All Schools,English Language Arts,04,66.7,75.0,-8.3
Sangre De Cristo Re-22J,All Schools,English Language Arts,05,*,55.2,*
Sangre De Cristo Re-22J,All Schools,English Language Arts,06,59.3,60.0,-0.7
Sangre De Cristo Re-22J,All Schools,English Language Arts,07,*,48.0,*
Sangre De Cristo Re-22J,All Schools,English Language Arts,08,70.4,42.9,27.5
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,English Language Arts,All,*,62.9,*
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,English Language Arts,03,57.1,58.8,-1.7
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,English Language Arts,04,66.7,75.0,-8.3
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,English Language Arts,05,*,55.2,*
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,English Language Arts,All,68.1,51.3,16.8
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,English Language Arts,06,*,60.0,*
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,English Language Arts,07,*,48.0,*
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,English Language Arts,08,70.4,42.9,27.5
Sangre De Cristo Re-22J,All Schools,Mathematics,All,34.6,28.3,6.3
Sangre De Cristo Re-22J,All Schools,Mathematics,03,42.9,47.1,-4.2
Sangre De Cristo Re-22J,All Schools,Mathematics,04,33.3,45.8,-12.5
Sangre De Cristo Re-22J,All Schools,Mathematics,05,*,24.1,*
Sangre De Cristo Re-22J,All Schools,Mathematics,06,25.9,17.2,8.7
Sangre De Cristo Re-22J,All Schools,Mathematics,07,*,24.0,*
Sangre De Cristo Re-22J,All Schools,Mathematics,08,44.4,19.0,25.4
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,Mathematics,All,*,37.1,*
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,Mathematics,03,42.9,47.1,-4.2
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,Mathematics,04,33.3,45.8,-12.5
Sangre De Cristo Re-22J,Sangre de Cristo Elementary School,Mathematics,05,*,24.1,*
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,Mathematics,All,31.9,20.0,11.9
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,Mathematics,06,*,17.2,*
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,Mathematics,07,*,24.0,*
Sangre De Cristo Re-22J,Sangre de Cristo Undivided High School,Mathematics,08,44.4,19.0,25.4
Sargent RE-33J,All Schools,English Language Arts,All,41.4,49.7,-8.3
Sargent RE-33J,All Schools,English Language Arts,03,50.0,35.5,14.5
Sargent RE-33J,All Schools,English Language Arts,04,41.7,64.5,-22.8
Sargent RE-33J,All Schools,English Language Arts,05,47.4,59.1,-11.7
Sargent RE-33J,All Schools,English Language Arts,06,43.5,53.3,-9.8
Sargent RE-33J,All Schools,English Language Arts,07,26.7,41.7,-15
Sargent RE-33J,All Schools,English Language Arts,08,46.2,44.8,1.4
Sargent RE-33J,Sargent Elementary School,English Language Arts,All,45.2,52.6,-7.4
Sargent RE-33J,Sargent Elementary School,English Language Arts,03,50.0,35.5,14.5
Sargent RE-33J,Sargent Elementary School,English Language Arts,04,41.7,64.5,-22.8
Sargent RE-33J,Sargent Elementary School,English Language Arts,05,47.4,59.1,-11.7
Sargent RE-33J,Sargent Elementary School,English Language Arts,06,43.5,53.3,-9.8
Sargent RE-33J,Sargent Junior High School,English Language Arts,All,35.7,43.4,-7.7
Sargent RE-33J,Sargent Junior High School,English Language Arts,07,26.7,41.7,-15
Sargent RE-33J,Sargent Junior High School,English Language Arts,08,46.2,44.8,1.4
Sargent RE-33J,All Schools,Mathematics,All,27.1,22.8,4.3
Sargent RE-33J,All Schools,Mathematics,03,50.0,22.6,27.4
Sargent RE-33J,All Schools,Mathematics,04,16.7,35.5,-18.8
Sargent RE-33J,All Schools,Mathematics,05,31.6,*,*
Sargent RE-33J,All Schools,Mathematics,06,39.1,26.7,12.4
Sargent RE-33J,All Schools,Mathematics,07,10.0,*,*
Sargent RE-33J,All Schools,Mathematics,08,26.9,24.1,2.8
Sargent RE-33J,Sargent Elementary School,Mathematics,All,33.3,26.3,7
Sargent RE-33J,Sargent Elementary School,Mathematics,03,50.0,22.6,27.4
Sargent RE-33J,Sargent Elementary School,Mathematics,04,16.7,35.5,-18.8
Sargent RE-33J,Sargent Elementary School,Mathematics,05,31.6,*,*
Sargent RE-33J,Sargent Elementary School,Mathematics,06,39.1,26.7,12.4
Sargent RE-33J,Sargent Junior High School,Mathematics,All,17.9,15.1,2.8
Sargent RE-33J,Sargent Junior High School,Mathematics,07,10.0,*,*
Sargent RE-33J,Sargent Junior High School,Mathematics,08,26.9,*,*
School District 27J,All Schools,English Language Arts,All,32.0,38.2,-6.2
School District 27J,All Schools,English Language Arts,03,30.5,39.4,-8.9
School District 27J,All Schools,English Language Arts,04,37.3,41.4,-4.1
School District 27J,All Schools,English Language Arts,05,37.0,45.3,-8.3
School District 27J,All Schools,English Language Arts,06,28.2,34.5,-6.3
School District 27J,All Schools,English Language Arts,07,31.7,34.5,-2.8
School District 27J,All Schools,English Language Arts,08,26.7,33.6,-6.9
School District 27J,Elaine S. Padilla Elementary School,English Language Arts,All,30.4,*,*
School District 27J,Elaine S. Padilla Elementary School,English Language Arts,03,28.2,*,*
School District 27J,Elaine S. Padilla Elementary School,English Language Arts,04,24.3,*,*
School District 27J,Elaine S. Padilla Elementary School,English Language Arts,05,39.7,*,*
School District 27J,Belle Creek Charter School,English Language Arts,All,24.5,37.8,-13.3
School District 27J,Belle Creek Charter School,English Language Arts,03,10.3,*,*
School District 27J,Belle Creek Charter School,English Language Arts,04,24.6,27.5,-2.9
School District 27J,Belle Creek Charter School,English Language Arts,05,23.8,50.0,-26.2
School District 27J,Belle Creek Charter School,English Language Arts,06,32.8,34.2,-1.4
School District 27J,Belle Creek Charter School,English Language Arts,07,17.4,*,*
School District 27J,Belle Creek Charter School,English Language Arts,08,40.4,53.3,-12.9
School District 27J,Brantner Elementary School,English Language Arts,All,51.6,48.2,3.4
School District 27J,Brantner Elementary School,English Language Arts,03,39.6,52.7,-13.1
School District 27J,Brantner Elementary School,English Language Arts,04,61.7,47.4,14.3
School District 27J,Brantner Elementary School,English Language Arts,05,52.2,44.3,7.9
School District 27J,Bromley East Charter School,English Language Arts,All,28.1,41.5,-13.4
School District 27J,Bromley East Charter School,English Language Arts,03,17.2,35.4,-18.2
School District 27J,Bromley East Charter School,English Language Arts,04,39.5,46.5,-7
School District 27J,Bromley East Charter School,English Language Arts,05,37.7,44.1,-6.4
School District 27J,Bromley East Charter School,English Language Arts,06,21.3,33.8,-12.5
School District 27J,Bromley East Charter School,English Language Arts,07,34.1,45.1,-11
School District 27J,Bromley East Charter School,English Language Arts,08,19.2,44.5,-25.3
School District 27J,Colorado Connections Academy,English Language Arts,All,27.5,*,*
School District 27J,Colorado Connections Academy,English Language Arts,03,*,*,*
School District 27J,Colorado Connections Academy,English Language Arts,04,*,*,*
School District 27J,Colorado Connections Academy,English Language Arts,05,37.5,*,*
School District 27J,Colorado Connections Academy,English Language Arts,06,35.5,*,*
School District 27J,Colorado Connections Academy,English Language Arts,07,*,*,*
School District 27J,Colorado Connections Academy,English Language Arts,08,*,*,*
School District 27J,Foundations Academy,English Language Arts,All,44.1,50.3,-6.2
School District 27J,Foundations Academy,English Language Arts,03,42.9,48.3,-5.4
School District 27J,Foundations Academy,English Language Arts,04,46.8,41.0,5.8
School District 27J,Foundations Academy,English Language Arts,05,43.2,53.8,-10.6
School District 27J,Foundations Academy,English Language Arts,06,41.6,61.7,-20.1
School District 27J,Foundations Academy,English Language Arts,07,44.9,49.3,-4.4
School District 27J,Foundations Academy,English Language Arts,08,45.7,47.9,-2.2
School District 27J,Henderson Elementary School,English Language Arts,All,18.5,29.1,-10.6
School District 27J,Henderson Elementary School,English Language Arts,03,16.9,34.0,-17.1
School District 27J,Henderson Elementary School,English Language Arts,04,22.0,22.4,-0.4
School District 27J,Henderson Elementary School,English Language Arts,05,17.4,32.8,-15.4
School District 27J,Landmark Academy at Reunion,English Language Arts,All,54.1,48.4,5.7
School District 27J,Landmark Academy at Reunion,English Language Arts,03,44.6,45.2,-0.6
School District 27J,Landmark Academy at Reunion,English Language Arts,04,51.2,46.7,4.5
School District 27J,Landmark Academy at Reunion,English Language Arts,05,57.7,51.2,6.5
School District 27J,Landmark Academy at Reunion,English Language Arts,06,56.6,55.0,1.6
School District 27J,Landmark Academy at Reunion,English Language Arts,07,68.8,*,*
School District 27J,Landmark Academy at Reunion,English Language Arts,08,45.9,*,*
School District 27J,Mary E Pennock Elementary School,English Language Arts,All,33.1,38.1,-5
School District 27J,Mary E Pennock Elementary School,English Language Arts,03,32.3,28.1,4.2
School District 27J,Mary E Pennock Elementary School,English Language Arts,04,34.1,41.6,-7.5
School District 27J,Mary E Pennock Elementary School,English Language Arts,05,33.0,42.6,-9.6
School District 27J,Southlawn Elementary School,English Language Arts,All,39.1,*,*
School District 27J,Southlawn Elementary School,English Language Arts,03,28.6,*,*
School District 27J,Southlawn Elementary School,English Language Arts,04,39.3,*,*
School District 27J,Southlawn Elementary School,English Language Arts,05,48.4,*,*
School District 27J,Northeast Elementary School,English Language Arts,All,21.0,26.2,-5.2
School District 27J,Northeast Elementary School,English Language Arts,03,15.3,18.9,-3.6
School District 27J,Northeast Elementary School,English Language Arts,04,16.9,26.0,-9.1
School District 27J,Northeast Elementary School,English Language Arts,05,29.3,33.7,-4.4
School District 27J,Overland Trail Middle School,English Language Arts,All,15.7,23.1,-7.4
School District 27J,Overland Trail Middle School,English Language Arts,06,*,14.8,*
School District 27J,Overland Trail Middle School,English Language Arts,07,19.4,31.7,-12.3
School District 27J,Overland Trail Middle School,English Language Arts,08,*,22.4,*
School District 27J,27J Online Academy,English Language Arts,All,*,*,*
School District 27J,27J Online Academy,English Language Arts,03,*,*,*
School District 27J,27J Online Academy,English Language Arts,04,*,*,*
School District 27J,27J Online Academy,English Language Arts,05,*,*,*
School District 27J,27J Online Academy,English Language Arts,06,*,*,*
School District 27J,27J Online Academy,English Language Arts,07,*,*,*
School District 27J,27J Online Academy,English Language Arts,08,*,*,*
School District 27J,Otho E Stuart Middle School,English Language Arts,All,25.6,33.1,-7.5
School District 27J,Otho E Stuart Middle School,English Language Arts,06,26.4,28.6,-2.2
School District 27J,Otho E Stuart Middle School,English Language Arts,07,32.9,38.6,-5.7
School District 27J,Otho E Stuart Middle School,English Language Arts,08,16.8,31.6,-14.8
School District 27J,Prairie View Middle School,English Language Arts,All,28.3,34.8,-6.5
School District 27J,Prairie View Middle School,English Language Arts,06,30.5,40.1,-9.6
School District 27J,Prairie View Middle School,English Language Arts,07,34.3,33.3,1
School District 27J,Prairie View Middle School,English Language Arts,08,19.5,30.3,-10.8
School District 27J,Reunion Elementary School,English Language Arts,All,54.3,62.6,-8.3
School District 27J,Reunion Elementary School,English Language Arts,03,51.2,58.7,-7.5
School District 27J,Reunion Elementary School,English Language Arts,04,59.1,60.5,-1.4
School District 27J,Reunion Elementary School,English Language Arts,05,52.8,70.8,-18
School District 27J,Rodger Quist Middle School,English Language Arts,All,35.2,39.6,-4.4
School District 27J,Rodger Quist Middle School,English Language Arts,06,32.6,43.6,-11
School District 27J,Rodger Quist Middle School,English Language Arts,07,31.6,34.2,-2.6
School District 27J,Rodger Quist Middle School,English Language Arts,08,42.9,40.2,2.7
School District 27J,Second Creek Elementary School,English Language Arts,All,26.2,42.1,-15.9
School District 27J,Second Creek Elementary School,English Language Arts,03,22.1,28.6,-6.5
School District 27J,Second Creek Elementary School,English Language Arts,04,29.7,36.3,-6.6
School District 27J,Second Creek Elementary School,English Language Arts,05,26.8,60.7,-33.9
School District 27J,John W Thimmig Elementary School,English Language Arts,All,35.6,32.9,2.7
School District 27J,John W Thimmig Elementary School,English Language Arts,03,33.8,30.5,3.3
School District 27J,John W Thimmig Elementary School,English Language Arts,04,37.0,37.8,-0.8
School District 27J,John W Thimmig Elementary School,English Language Arts,05,36.1,30.3,5.8
School District 27J,South Elementary School,English Language Arts,All,19.3,30.2,-10.9
School District 27J,South Elementary School,English Language Arts,03,16.7,26.8,-10.1
School District 27J,South Elementary School,English Language Arts,04,32.1,25.9,6.2
School District 27J,South Elementary School,English Language Arts,05,11.1,36.7,-25.6
School District 27J,Southeast Elementary School,English Language Arts,All,26.6,28.3,-1.7
School District 27J,Southeast Elementary School,English Language Arts,03,22.2,36.8,-14.6
School District 27J,Southeast Elementary School,English Language Arts,04,34.7,28.8,5.9
School District 27J,Southeast Elementary School,English Language Arts,05,22.4,21.2,1.2
School District 27J,Turnberry Elementary,English Language Arts,All,24.6,55.3,-30.7
School District 27J,Turnberry Elementary,English Language Arts,03,21.4,61.3,-39.9
School District 27J,Turnberry Elementary,English Language Arts,04,24.2,58.1,-33.9
School District 27J,Turnberry Elementary,English Language Arts,05,28.7,47.5,-18.8
School District 27J,Vikan Middle School,English Language Arts,All,21.6,20.3,1.3
School District 27J,Vikan Middle School,English Language Arts,06,24.2,27.2,-3
School District 27J,Vikan Middle School,English Language Arts,07,23.5,14.3,9.2
School District 27J,Vikan Middle School,English Language Arts,08,16.3,19.0,-2.7
School District 27J,West Ridge Elementary,English Language Arts,All,46.3,65.0,-18.7
School District 27J,West Ridge Elementary,English Language Arts,03,47.6,63.3,-15.7
School District 27J,West Ridge Elementary,English Language Arts,04,42.2,63.8,-21.6
School District 27J,West Ridge Elementary,English Language Arts,05,49.5,67.9,-18.4
School District 27J,Prairie Vista Youth Service Center,English Language Arts,All,*,*,*
School District 27J,Prairie Vista Youth Service Center,English Language Arts,07,*,*,*
School District 27J,Prairie Vista Youth Service Center,English Language Arts,08,*,*,*
School District 27J,All Schools,Mathematics,All,22.6,28.0,-5.4
School District 27J,All Schools,Mathematics,03,33.8,40.0,-6.2
School District 27J,All Schools,Mathematics,04,24.6,28.9,-4.3
School District 27J,All Schools,Mathematics,05,29.1,34.1,-5
School District 27J,All Schools,Mathematics,06,15.6,22.9,-7.3
School District 27J,All Schools,Mathematics,07,15.2,19.3,-4.1
School District 27J,All Schools,Mathematics,08,16.2,22.4,-6.2
School District 27J,Elaine S. Padilla Elementary School,Mathematics,All,20.1,*,*
School District 27J,Elaine S. Padilla Elementary School,Mathematics,03,25.7,*,*
School District 27J,Elaine S. Padilla Elementary School,Mathematics,04,19.7,*,*
School District 27J,Elaine S. Padilla Elementary School,Mathematics,05,14.3,*,*
School District 27J,Belle Creek Charter School,Mathematics,All,22.6,33.2,-10.6
School District 27J,Belle Creek Charter School,Mathematics,03,22.4,26.5,-4.1
School District 27J,Belle Creek Charter School,Mathematics,04,22.0,31.6,-9.6
School District 27J,Belle Creek Charter School,Mathematics,05,27.0,43.9,-16.9
School District 27J,Belle Creek Charter School,Mathematics,06,27.3,34.2,-6.9
School District 27J,Belle Creek Charter School,Mathematics,07,14.5,*,*
School District 27J,Belle Creek Charter School,Mathematics,08,23.1,*,*
School District 27J,Brantner Elementary School,Mathematics,All,47.6,43.1,4.5
School District 27J,Brantner Elementary School,Mathematics,03,40.2,54.9,-14.7
School District 27J,Brantner Elementary School,Mathematics,04,53.3,29.5,23.8
School District 27J,Brantner Elementary School,Mathematics,05,48.6,45.5,3.1
School District 27J,Bromley East Charter School,Mathematics,All,20.6,26.1,-5.5
School District 27J,Bromley East Charter School,Mathematics,03,26.8,37.0,-10.2
School District 27J,Bromley East Charter School,Mathematics,04,27.8,15.7,12.1
School District 27J,Bromley East Charter School,Mathematics,05,30.8,26.8,4
School District 27J,Bromley East Charter School,Mathematics,06,11.9,23.6,-11.7
School District 27J,Bromley East Charter School,Mathematics,07,16.4,24.8,-8.4
School District 27J,Bromley East Charter School,Mathematics,08,9.7,28.8,-19.1
School District 27J,Colorado Connections Academy,Mathematics,All,14.2,*,*
School District 27J,Colorado Connections Academy,Mathematics,03,*,*,*
School District 27J,Colorado Connections Academy,Mathematics,04,*,*,*
